search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
CISPLATIN	CISPLATIN	Definite	EHMT2	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	ERCC2	CISPLATIN	""	NCI|CIViC|PharmGKB|OncoKB	19434073|22188361|29662106|12839662|22026922|21449681
CISPLATIN	CISPLATIN	Definite	HPGD	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	SLC22A2	CISPLATIN	""	PharmGKB	21902499|28448657|27457817|22223530|25823781
CISPLATIN	CISPLATIN	Definite	DDIT3	CISPLATIN	""	NCI	10071988|8554977
CISPLATIN	CISPLATIN	Definite	MGMT	CISPLATIN	""	NCI	8314134|16043385
CISPLATIN	CISPLATIN	Definite	RRM1	CISPLATIN	""	NCI|CIViC|PharmGKB	12917817|21642870|14977831|24595080
CISPLATIN	CISPLATIN	Definite	LRP2	CISPLATIN	""	PharmGKB	23274376|31666714|17457342
CISPLATIN	CISPLATIN	Definite	UBE2I	CISPLATIN	""	PharmGKB	19859084
CISPLATIN	CISPLATIN	Definite	BCL2	CISPLATIN	""	ClearityFoundationBiomarkers|NCI	12543810|11350408
CISPLATIN	CISPLATIN	Definite	KRAS	CISPLATIN	""	JAX-CKB|CIViC	27040853|25081901|28652249
CISPLATIN	CISPLATIN	Definite	MTHFR	CISPLATIN	""	PharmGKB	21605004|29662106|27995989|20634689|19159907|19307503
CISPLATIN	CISPLATIN	Definite	PIK3CA	CISPLATIN	""	JAX-CKB|CIViC|PharmGKB	27489350
CISPLATIN	CISPLATIN	Definite	ABCC4	CISPLATIN	""	NCI|PharmGKB	23478653|9270026
CISPLATIN	CISPLATIN	Definite	IDH1	CISPLATIN	""	JAX-CKB	28148839
CISPLATIN	CISPLATIN	Definite	XRCC5	CISPLATIN	""	NCI	15944802
CISPLATIN	CISPLATIN	Definite	CDC25C	CISPLATIN	""	NCI	9743457
CISPLATIN	CISPLATIN	Definite	XRCC1	CISPLATIN	""	CIViC	16875718
CISPLATIN	CISPLATIN	Definite	TYMS	CISPLATIN	""	NCI	3337743
CISPLATIN	CISPLATIN	Definite	RGS4	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	SMAD4	CISPLATIN	""	JAX-CKB	22753594
CISPLATIN	CISPLATIN	Definite	ABCC1	CISPLATIN	""	NCI	11372415
CISPLATIN	CISPLATIN	Definite	GNAS	CISPLATIN	""	CIViC	19274060
CISPLATIN	CISPLATIN	Definite	NFE2L2	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	NTRK2	CISPLATIN	""	NCI	12438277
CISPLATIN	CISPLATIN	Definite	SLC19A1	CISPLATIN	""	PharmGKB	16875718
CISPLATIN	CISPLATIN	Definite	HSPA4	CISPLATIN	""	NCI	11478701
CISPLATIN	CISPLATIN	Definite	ABCC2	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	MYC	CISPLATIN	""	CIViC	28490518
CISPLATIN	CISPLATIN	Definite	ERCC1	CISPLATIN	""	NCI|CIViC|PharmGKB	19786980|22188361|18347182|21902499|11163512|25069034|21057378|16980606|29662106|19362955|9772291|23275151|23934192|23962907|10810335|19203783|27498158|21177407|21262916|16807441|17229776|22026922|20846399|22329723|9703867
CISPLATIN	CISPLATIN	Definite	DRAM1	CISPLATIN	""	NCI	15940259
CISPLATIN	CISPLATIN	Definite	DCBLD1	CISPLATIN	""	PharmGKB	23478653
CISPLATIN	CISPLATIN	Definite	IFNG	CISPLATIN	""	NCI	8044830
CISPLATIN	CISPLATIN	Definite	ATP7B	CISPLATIN	""	NCI	12509969|11605050|15213293
CISPLATIN	CISPLATIN	Definite	BRCA1	CISPLATIN	""	ClearityFoundationBiomarkers|JAX-CKB|NCI|CIViC	29338080|25847936|25193512|26801247|16982732|25072261|27454289
CISPLATIN	CISPLATIN	Definite	COMT	CISPLATIN	""	PharmGKB	19898482|28445188|23820299|25141953|24642735|23588304|28448657|28560854|25551397
CISPLATIN	CISPLATIN	Definite	KDM4E	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	RAF1	CISPLATIN	""	PharmGKB	21636554
CISPLATIN	CISPLATIN	Definite	REV1	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	RAD52	CISPLATIN	""	PharmGKB	24533712
CISPLATIN	CISPLATIN	Definite	EPHX1	CISPLATIN	""	PharmGKB	24533712
CISPLATIN	CISPLATIN	Definite	MYCN	CISPLATIN	""	NCI	12439032
CISPLATIN	CISPLATIN	Definite	GCLC	CISPLATIN	""	NCI	9660546
CISPLATIN	CISPLATIN	Definite	PLAU	CISPLATIN	""	NCI	9219734
CISPLATIN	CISPLATIN	Definite	ATM	CISPLATIN	""	JAX-CKB	26517239
CISPLATIN	CISPLATIN	Definite	HTR4	CISPLATIN	""	NCI	16079468
CISPLATIN	CISPLATIN	Definite	GCLM	CISPLATIN	""	NCI	10399958
CISPLATIN	CISPLATIN	Definite	FANCC	CISPLATIN	""	CIViC	16243825
CISPLATIN	CISPLATIN	Definite	MT1H	CISPLATIN	""	NCI	10422815
CISPLATIN	CISPLATIN	Definite	DFFB	CISPLATIN	""	NCI	12927282
CISPLATIN	CISPLATIN	Definite	RARS1	CISPLATIN	""	PharmGKB	27150640
CISPLATIN	CISPLATIN	Definite	LIF	CISPLATIN	""	NCI	11800022|12519017
CISPLATIN	CISPLATIN	Definite	ALDH1A1	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	TPMT	CISPLATIN	""	FDA	""
CISPLATIN	CISPLATIN	Definite	NR1I2	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	GADD45A	CISPLATIN	""	NCI	9013707|10779360
CISPLATIN	CISPLATIN	Definite	ABCC3	CISPLATIN	""	PharmGKB	25141953|22016816|31666714|27457817
CISPLATIN	CISPLATIN	Definite	NRAS	CISPLATIN	""	PharmGKB	21636554
CISPLATIN	CISPLATIN	Definite	ATR	CISPLATIN	""	NCI	12894503
CISPLATIN	CISPLATIN	Definite	TGM2	CISPLATIN	""	NCI	18667446
CISPLATIN	CISPLATIN	Definite	SRC	CISPLATIN	""	JAX-CKB	27196758
CISPLATIN	CISPLATIN	Definite	XIAP	CISPLATIN	""	NCI	11145600|15610860
CISPLATIN	CISPLATIN	Definite	GALNT18	CISPLATIN	""	PharmGKB	27150640
CISPLATIN	CISPLATIN	Definite	GPX5	CISPLATIN	""	PharmGKB	21636554
CISPLATIN	CISPLATIN	Definite	GABPA	CISPLATIN	""	NCI	18036733
CISPLATIN	CISPLATIN	Definite	HMGB1	CISPLATIN	""	NCI	9427537|8968078
CISPLATIN	CISPLATIN	Definite	ACYP2	CISPLATIN	""	PharmGKB	26928270|31666714
CISPLATIN	CISPLATIN	Definite	REV3L	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	GALNT14	CISPLATIN	""	PharmGKB	31611591|21635146
CISPLATIN	CISPLATIN	Definite	TERC	CISPLATIN	""	NCI	10769656
CISPLATIN	CISPLATIN	Definite	CYP3A4	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	MPHOSPH8	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	ESR1	CISPLATIN	""	PharmGKB	21430602
CISPLATIN	CISPLATIN	Definite	FAS	CISPLATIN	""	NCI	9935158
CISPLATIN	CISPLATIN	Definite	G6PD	CISPLATIN	""	NCI	15225672
CISPLATIN	CISPLATIN	Definite	HSD17B10	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	KRT20	CISPLATIN	""	NCI	15017198
CISPLATIN	CISPLATIN	Definite	KLC3	CISPLATIN	""	PharmGKB	19434073|22188361|29662106|22026922|21449681
CISPLATIN	CISPLATIN	Definite	FGFR3	CISPLATIN	""	CIViC	31316618|29941343
CISPLATIN	CISPLATIN	Definite	MDH2	CISPLATIN	""	NCI	15225672
CISPLATIN	CISPLATIN	Definite	MUTYH	CISPLATIN	""	PharmGKB	24533712
CISPLATIN	CISPLATIN	Definite	LIG3	CISPLATIN	""	PharmGKB	24533712
CISPLATIN	CISPLATIN	Definite	CSNK2A3	CISPLATIN	""	PharmGKB	27150640
CISPLATIN	CISPLATIN	Definite	ADH1C	CISPLATIN	""	PharmGKB	24533712
CISPLATIN	CISPLATIN	Definite	XPC	CISPLATIN	""	PharmGKB	19434073|21047201
CISPLATIN	CISPLATIN	Definite	AQP9	CISPLATIN	""	NCI	12396244
CISPLATIN	CISPLATIN	Definite	GSTA1	CISPLATIN	""	PharmGKB	22188361
CISPLATIN	CISPLATIN	Definite	E2F1	CISPLATIN	""	NCI	16849574
CISPLATIN	CISPLATIN	Definite	SMARCA4	CISPLATIN	""	CIViC	26671993
CISPLATIN	CISPLATIN	Definite	RECQL	CISPLATIN	""	NCI	16978399
CISPLATIN	CISPLATIN	Definite	NRG1	CISPLATIN	""	CIViC	23390248
CISPLATIN	CISPLATIN	Definite	FXN	CISPLATIN	""	NCI	12928720
CISPLATIN	CISPLATIN	Definite	MT1F	CISPLATIN	""	NCI	12520915
CISPLATIN	CISPLATIN	Definite	FGFR1	CISPLATIN	""	JAX-CKB	23536011
CISPLATIN	CISPLATIN	Definite	GRP	CISPLATIN	""	NCI	17207039
CISPLATIN	CISPLATIN	Definite	ANPEP	CISPLATIN	""	NCI	14871998
CISPLATIN	CISPLATIN	Definite	POLR1G	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	BIRC7	CISPLATIN	""	CIViC	23188704
CISPLATIN	CISPLATIN	Definite	VEGFA	CISPLATIN	""	PharmGKB	24090479
CISPLATIN	CISPLATIN	Definite	DNMT1	CISPLATIN	""	CIViC	21458988
CISPLATIN	CISPLATIN	Definite	PPP1R13L	CISPLATIN	""	PharmGKB	""
CISPLATIN	CISPLATIN	Definite	ERBB2	CISPLATIN	""	JAX-CKB	""
CISPLATIN	CISPLATIN	Definite	HEXB	CISPLATIN	""	NCI	2089371
CISPLATIN	CISPLATIN	Definite	CMPK1	CISPLATIN	""	PharmGKB	21642870
CISPLATIN	CISPLATIN	Definite	APEX1	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	MTR	CISPLATIN	""	PharmGKB	21605004|29662106|19159907
CISPLATIN	CISPLATIN	Definite	TOP1	CISPLATIN	""	NCI	8205547
CISPLATIN	CISPLATIN	Definite	MLLT3	CISPLATIN	""	PharmGKB	27150640
CISPLATIN	CISPLATIN	Definite	CDH17	CISPLATIN	""	NCI	10381631
CISPLATIN	CISPLATIN	Definite	NAT2	CISPLATIN	""	PharmGKB	24533712
CISPLATIN	CISPLATIN	Definite	CBX1	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	OTOS	CISPLATIN	""	PharmGKB	25410892|31666714
CISPLATIN	CISPLATIN	Definite	ACSS2	CISPLATIN	""	PharmGKB	21636554
CISPLATIN	CISPLATIN	Definite	GSTT1	CISPLATIN	""	NCI	12851839
CISPLATIN	CISPLATIN	Definite	MAPT	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	BAX	CISPLATIN	""	NCI	15790433
CISPLATIN	CISPLATIN	Definite	CYP2E1	CISPLATIN	""	PharmGKB	22188361
CISPLATIN	CISPLATIN	Definite	KAT2A	CISPLATIN	""	DTC	""
CISPLATIN	CISPLATIN	Definite	H2AW	CISPLATIN	""	NCI	11008128
CISPLATIN	CISPLATIN	Definite	EIF3A	CISPLATIN	""	PharmGKB	23127338
CISPLATIN	CISPLATIN	Definite	ABCB1	CISPLATIN	""	PharmGKB	29938344|22016816|23746184|21332314|20530282
CISPLATIN	CISPLATIN	Definite	TP73	CISPLATIN	""	NCI	11689148
CISPLATIN	CISPLATIN	Definite	NQO1	CISPLATIN	""	PharmGKB	12370763
CISPLATIN	CISPLATIN	Definite	FANCA	CISPLATIN	""	CIViC	26181256
CISPLATIN	CISPLATIN	Definite	IL6	CISPLATIN	""	CIViC	21273582
CISPLATIN	CISPLATIN	Definite	MIR21	CISPLATIN	""	CIViC	22237007
CISPLATIN	CISPLATIN	Definite	CXCR4	CISPLATIN	""	CIViC	27922681
CISPLATIN	CISPLATIN	Definite	STAT1	CISPLATIN	""	CIViC	15726096
VX-702	VX-702	Definite	MAPK11	VX-702	inhibitor	TdgClinicalTrial	""
VX-702	VX-702	Definite	MAPK14	VX-702	inhibitor	TdgClinicalTrial|ChemblInteractions|TTD	""
VX-702	VX-702	Definite	MAPK13	VX-702	""	TdgClinicalTrial	""
VX-702	VX-702	Definite	PRKD3	VX-702	""	DTC	""
VX-702	VX-702	Definite	PRKD2	VX-702	""	DTC	""
VX-702	VX-702	Definite	MAPK12	VX-702	""	TdgClinicalTrial	""
VX-702	VX-702	Definite	ROCK1	VX-702	""	DTC	""
EMBELIN	EMBELIN	Definite	HSD17B10	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	ALOX12	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	ALOX15B	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	KDM4E	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	PIN1	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	CYP2C9	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	HPGD	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	ALOX15	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	MAPT	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	PLK1	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	CYP2D6	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	TP53	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	ALDH1A1	EMBELIN	""	DTC	""
EMBELIN	EMBELIN	Definite	KDM4A	EMBELIN	""	DTC	""
BMS-509744	CHEMBL209148	Definite	YES1	CHEMBL209148	""	DTC	""
PARTHENOLIDE	PARTHENOLIDE	Definite	NFKB1	PARTHENOLIDE	""	DTC	25190466
PARTHENOLIDE	PARTHENOLIDE	Definite	NFKB2	PARTHENOLIDE	""	DTC|TTD	25190466
PARTHENOLIDE	PARTHENOLIDE	Definite	RELA	PARTHENOLIDE	""	DTC	25190466
PARTHENOLIDE	PARTHENOLIDE	Definite	IKBKB	PARTHENOLIDE	""	TTD	""
BMS-345541	BMS-345541	Definite	LIMK1	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	TAOK1	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	CSNK1D	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	IKBKB	BMS-345541	allosteric modulator	DTC	18702457
BMS-345541	BMS-345541	Definite	CDK1	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	PRKD2	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	CDK2	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	AURKB	BMS-345541	""	DTC	""
BMS-345541	BMS-345541	Definite	PRKD3	BMS-345541	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	PDGFRB	PAZOPANIB	inhibitor	TALC|DTC|MyCancerGenome|MyCancerGenomeClinicalTrial	17288876
PAZOPANIB	PAZOPANIB	Definite	ABL1	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	LTK	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	KDR	PAZOPANIB	inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|CIViC|MyCancerGenomeClinicalTrial|PharmGKB	26063633|27160228|17288876|25411163|24036042
PAZOPANIB	PAZOPANIB	Definite	AURKB	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	FLT4	PAZOPANIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|CIViC|MyCancerGenomeClinicalTrial	27160228|28377484|17288876
PAZOPANIB	PAZOPANIB	Definite	FLT1	PAZOPANIB	inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|MyCancerGenomeClinicalTrial	17288876
PAZOPANIB	PAZOPANIB	Definite	MAP4K4	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	LIMK1	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	RET	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	PDGFRA	PAZOPANIB	inhibitor	TALC|DTC|MyCancerGenome|MyCancerGenomeClinicalTrial	17288876
PAZOPANIB	PAZOPANIB	Definite	HLA-B	PAZOPANIB	""	PharmGKB|FDA	26546620
PAZOPANIB	PAZOPANIB	Definite	MET	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	PPARD	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	KIT	PAZOPANIB	inhibitor	TALC|MyCancerGenome|MyCancerGenomeClinicalTrial	17288876
PAZOPANIB	PAZOPANIB	Definite	CSF1R	PAZOPANIB	inhibitor	DTC	""
PAZOPANIB	PAZOPANIB	Definite	UGT1A1	PAZOPANIB	""	PharmGKB|FDA	24107802
PAZOPANIB	PAZOPANIB	Definite	MAPK8	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	FYN	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	KRAS	PAZOPANIB	""	JAX-CKB	26324075
PAZOPANIB	PAZOPANIB	Definite	FGFR1	PAZOPANIB	inhibitor	DTC|CIViC	24302556
PAZOPANIB	PAZOPANIB	Definite	ABCG2	PAZOPANIB	""	PharmGKB	25504632
PAZOPANIB	PAZOPANIB	Definite	NEK2	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	CYP2C8	PAZOPANIB	""	PharmGKB	25504632
PAZOPANIB	PAZOPANIB	Definite	MTOR	PAZOPANIB	""	CIViC	24625776
PAZOPANIB	PAZOPANIB	Definite	IGF1R	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	TP53	PAZOPANIB	""	JAX-CKB|CIViC	26646755|25669829
PAZOPANIB	PAZOPANIB	Definite	LCK	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	AURKA	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	PTK2	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	FGFR3	PAZOPANIB	inhibitor	JAX-CKB|CIViC	27271022|23558953|23072642
PAZOPANIB	PAZOPANIB	Definite	FGFR2	PAZOPANIB	""	DoCM|CIViC	23786770|24550739
PAZOPANIB	PAZOPANIB	Definite	MAPK9	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	YES1	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	ALK	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	TNK2	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	AR	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	TAOK1	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	CDK7	PAZOPANIB	""	DTC	""
PAZOPANIB	PAZOPANIB	Definite	CYP3A4	PAZOPANIB	""	PharmGKB	22341567
PAZOPANIB	PAZOPANIB	Definite	HDAC2	PAZOPANIB	""	CIViC	28221861
DABRAFENIB	DABRAFENIB	Definite	G6PD	DABRAFENIB	""	PharmGKB|FDA	""
DABRAFENIB	DABRAFENIB	Definite	BRAF	DABRAFENIB	antagonist|inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|JAX-CKB|DoCM|COSMIC|CIViC|CancerCommons|MyCancerGenomeClinicalTrial|PharmGKB|TTD|FDA|OncoKB	23020132|22608338|26619011|21483012|24265155|22351686|29072975|19001320|27659046|21156289|25370473|20368568|27797976|19255327|22048237|19561230|19010912|23549875|25024077|23489023|27255157|18541894|24586605|24508103|28268064|22773810|2013|23833300|23812671|25399551|24576830|19238210|20818844|24265153|23463675|23612012|25673644|28512244|23251002|25452114|22356324|20857202|22536370|22997239|21163703|15035987|23470635|21663470|24594804|27770002|22586120|20413299|25265494|26732095|22805292|19537845|14679157|31811016|8009|22663011|21975775|22038996|27283860|27500726|22448344|23621583|27523909|12068308|26811525|27048246|24163374|19773371|24354346|23325582|24583796|23031422|25265492|22735384|25435907|21683865|25370471|27697975|21639808|22281684|22649091|22241789|24570209|23918947|38|25989278|22389471|23934108|22180495|28947956|28480077|23524406|26392102|26678033|28784858|19018267|24388723|23845441|24885690|2014|23614898|25157968|20619739|12460919|24107445|12460918|28891408|27312529|21594703|8006|20350999|20630094|29431699|21426297|28078132|19404918|22743296|24396464|22972589|21129611|23406027|25656898|27080216|24265154|2015
DABRAFENIB	DABRAFENIB	Definite	RAC1	DABRAFENIB	""	CIViC	25056119|24265153
DABRAFENIB	DABRAFENIB	Definite	AKT1	DABRAFENIB	""	CIViC	24265155
DABRAFENIB	DABRAFENIB	Definite	HLA-DRB1	DABRAFENIB	""	PharmGKB	27023328
DABRAFENIB	DABRAFENIB	Definite	HRAS	DABRAFENIB	""	PharmGKB	""
DABRAFENIB	DABRAFENIB	Definite	STAG2	DABRAFENIB	""	JAX-CKB	27500726
DABRAFENIB	DABRAFENIB	Definite	EGFR	DABRAFENIB	""	JAX-CKB	27312529
DABRAFENIB	DABRAFENIB	Definite	TP53	DABRAFENIB	""	JAX-CKB	27659046
DABRAFENIB	DABRAFENIB	Definite	KRAS	DABRAFENIB	""	JAX-CKB|PharmGKB	27312529
DABRAFENIB	DABRAFENIB	Definite	PIK3CA	DABRAFENIB	""	JAX-CKB	27797976
DABRAFENIB	DABRAFENIB	Definite	NRAS	DABRAFENIB	""	JAX-CKB|CIViC|PharmGKB	25452114|27523909|22389471
DABRAFENIB	DABRAFENIB	Definite	MAP2K1	DABRAFENIB	""	JAX-CKB|CIViC	25370473|24265153|25673644|22389471|27312529|24463458|24265154
DABRAFENIB	DABRAFENIB	Definite	CDKN2A	DABRAFENIB	""	CIViC	24265155
DABRAFENIB	DABRAFENIB	Definite	NF1	DABRAFENIB	""	CIViC	23171796
DABRAFENIB	DABRAFENIB	Definite	EZH2	DABRAFENIB	""	CIViC	27135738
DABRAFENIB	DABRAFENIB	Definite	MAP2K2	DABRAFENIB	""	CIViC	24265153|25452114
DABRAFENIB	DABRAFENIB	Definite	MITF	DABRAFENIB	""	CIViC	24265153
DABRAFENIB	DABRAFENIB	Definite	ATXN1L	DABRAFENIB	""	CIViC	28178529
ENZASTAURIN	ENZASTAURIN	Definite	PRKCB	ENZASTAURIN	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|TTD	""
ENZASTAURIN	ENZASTAURIN	Definite	PRKCG	ENZASTAURIN	inhibitor	MyCancerGenome	""
ENZASTAURIN	ENZASTAURIN	Definite	PIK3CG	ENZASTAURIN	""	TTD	""
ENZASTAURIN	ENZASTAURIN	Definite	PRKCE	ENZASTAURIN	inhibitor	MyCancerGenome	""
ENZASTAURIN	ENZASTAURIN	Definite	AKT1	ENZASTAURIN	""	TTD	""
ENZASTAURIN	ENZASTAURIN	Definite	JAK1	ENZASTAURIN	""	CIViC	22333600
ENZASTAURIN	ENZASTAURIN	Definite	GNAQ	ENZASTAURIN	""	JAX-CKB	22253748
ENZASTAURIN	ENZASTAURIN	Definite	PRKCA	ENZASTAURIN	inhibitor	MyCancerGenome	""
CHIR-99021	CHIR-99021	Definite	MAPK1	CHIR-99021	inhibitor	TTD	""
CHIR-99021	CHIR-99021	Definite	GSK3B	CHIR-99021	inhibitor	DTC|TTD	""
CHIR-99021	CHIR-99021	Definite	CDK2	CHIR-99021	""	DTC	""
CHIR-99021	CHIR-99021	Definite	CLK4	CHIR-99021	""	DTC	""
CHIR-99021	CHIR-99021	Definite	RPS6KB1	CHIR-99021	""	DTC	""
CHIR-99021	CHIR-99021	Definite	TAOK1	CHIR-99021	""	DTC	""
CHIR-99021	CHIR-99021	Definite	CDK1	CHIR-99021	inhibitor	TTD	""
CHIR-99021	CHIR-99021	Definite	LIMK1	CHIR-99021	""	DTC	""
CHIR-99021	CHIR-99021	Definite	CSNK1G1	CHIR-99021	""	DTC	""
CHIR-99021	CHIR-99021	Definite	GSK3A	CHIR-99021	inhibitor	DTC|TTD	""
CHIR-99021	CHIR-99021	Definite	SLK	CHIR-99021	""	DTC	""
RUCAPARIB	RUCAPARIB	Definite	PARP3	RUCAPARIB	inhibitor|antagonist	ChemblInteractions|PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	CYP2C8	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	PRKD2	RUCAPARIB	""	DTC	""
RUCAPARIB	RUCAPARIB	Definite	BRCA2	RUCAPARIB	""	ClearityFoundationBiomarkers|JAX-CKB|CIViC|PharmGKB|OncoKB	27908594|26779812|27002934|30051098
RUCAPARIB	RUCAPARIB	Definite	BRCA1	RUCAPARIB	""	ClearityFoundationBiomarkers|JAX-CKB|CIViC|PharmGKB|OncoKB	28588062|27908594|26779812|27002934|27454289
RUCAPARIB	RUCAPARIB	Definite	MET	RUCAPARIB	""	JAX-CKB	26779812
RUCAPARIB	RUCAPARIB	Definite	CYP2C19	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	IDH1	RUCAPARIB	""	JAX-CKB	28148839
RUCAPARIB	RUCAPARIB	Definite	CYP1A2	RUCAPARIB	""	PharmGKB|FDA	""
RUCAPARIB	RUCAPARIB	Definite	ATM	RUCAPARIB	""	ClearityFoundationBiomarkers	""
RUCAPARIB	RUCAPARIB	Definite	CDK1	RUCAPARIB	""	DTC	""
RUCAPARIB	RUCAPARIB	Definite	SLC22A6	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	CYP3A4	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	PARP1	RUCAPARIB	inhibitor|antagonist	TALC|MyCancerGenome|ClearityFoundationClinicalTrial|ChemblInteractions|PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	CYP2D6	RUCAPARIB	""	PharmGKB|FDA	""
RUCAPARIB	RUCAPARIB	Definite	SLC47A1	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	UGT1A1	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	DYRK1A	RUCAPARIB	""	DTC	""
RUCAPARIB	RUCAPARIB	Definite	ABCB1	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	PARP2	RUCAPARIB	inhibitor|antagonist	MyCancerGenome|ClearityFoundationClinicalTrial|ChemblInteractions|PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	SLCO1B3	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	SLC22A8	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	PIM1	RUCAPARIB	""	DTC	""
RUCAPARIB	RUCAPARIB	Definite	SLCO1B1	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	ABCG2	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	PTEN	RUCAPARIB	""	JAX-CKB	23565244
RUCAPARIB	RUCAPARIB	Definite	ABCC4	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	CYP2C9	RUCAPARIB	""	PharmGKB	""
RUCAPARIB	RUCAPARIB	Definite	STAG2	RUCAPARIB	""	JAX-CKB	21852505|24356817
